"id","category","difficulty","prompt","correct_answer","original_answer_a","original_answer_b","original_answer_c","original_answer_d","proposed_answer_a","proposed_answer_b","proposed_answer_c","proposed_answer_d","changed_distractor_count","original_answer_lengths","proposed_answer_lengths","original_correct_length_rank","proposed_correct_length_rank","tier_original_pick_longest_rate","tier_proposed_pick_longest_rate","tier_largest_remaining_length_rank_signal","scope_rule","review_status","review_note"
"science-hard-24","Science","Hard","What does an electron's orbital describe?","A probability distribution for the electron's location","A probability distribution for the electron's location","A fixed circular path","The electron's mass","The nucleus radius","A probability distribution for the electron's location","The exact circular track an electron follows around the atomic nucleus","The electron's mass","The physical distance from the centre of a nucleus to its outer edge","2","54/21/19/18","54/70/19/68","4 (longest)","2 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-25","Science","Hard","What is the cosmic microwave background?","Residual radiation from the early universe","Residual radiation from the early universe","Light from the nearest galaxy","Solar wind","Radiation from black holes","Residual radiation from the early universe","Light from the nearest galaxy","A stream of charged particles flowing outward from the surface of the Sun","Radiation from black holes","1","42/29/10/26","42/29/73/26","4 (longest)","3 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-26","Science","Hard","What is homeostasis?","Maintaining stable internal conditions","Maintaining stable internal conditions","Cell division","Genetic mutation","Energy production","Maintaining stable internal conditions","The process by which one parent cell separates into daughter cells","A permanent alteration in the nucleotide sequence of genetic material","Chemical reactions that release energy in a form the cell can use","3","38/13/16/17","38/66/69/65","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-27","Science","Hard","What is the difference between a virus and a bacterium?","A virus is not a cell and needs a host to replicate","A virus is not a cell and needs a host to replicate","A virus is larger","A bacterium cannot reproduce","They are the same","A virus is not a cell and needs a host to replicate","A virus is larger","A bacterium depends completely on a host cell in order to reproduce","They are the same","1","51/17/28/17","51/17/67/17","4 (longest)","3 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-3","Science","Hard","What does the second law of thermodynamics state about entropy?","It never decreases in an isolated system","It never decreases in an isolated system","It is always zero","It decreases over time","It equals temperature","It never decreases in an isolated system","The entropy of every isolated system remains exactly equal to zero","Entropy spontaneously declines as an isolated system grows older","A system's entropy is numerically equal to its absolute temperature","3","40/17/22/21","40/66/64/67","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-30","Science","Hard","What is dark matter inferred from?","Gravitational effects that visible matter cannot explain","Gravitational effects that visible matter cannot explain","Direct telescope images","Radio emissions","Neutrino detectors","Gravitational effects that visible matter cannot explain","Direct telescope photographs showing dark particles blocking distant stars","Characteristic radio waves emitted by atoms that compose dark matter","Neutrino detectors counting particles produced by the decay of dark matter","3","56/23/15/18","56/74/68/74","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-31","Science","Hard","What does chirality mean in chemistry?","A structure is not superimposable on its mirror image","A structure is not superimposable on its mirror image","A molecule has no carbon atoms","A reaction releases light","A bond contains shared electrons","A structure is not superimposable on its mirror image","A molecule has no carbon atoms","A chemical reaction releases some of its energy as visible light","A bond contains shared electrons","1","53/30/25/32","53/30/64/32","4 (longest)","3 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-32","Science","Hard","What is a Lagrange point in orbital mechanics?","A location where a small object can orbit in a constant pattern with two larger bodies","A location where a small object can orbit in a constant pattern with two larger bodies","The point where a planet's atmosphere ends","The centre of a galaxy","The closest point of any orbit to the Sun","A location where a small object can orbit in a constant pattern with two larger bodies","The point where a planet's atmosphere ends","The centre of a galaxy","The closest point in any elliptical orbit to the Sun regardless of the body being orbited","1","86/42/22/41","86/42/22/89","4 (longest)","3 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-33","Science","Hard","What is telomerase?","An enzyme that extends chromosome-end sequences","An enzyme that extends chromosome-end sequences","A protein that splits glucose","A lipid in cell membranes","A hormone controlling sleep","An enzyme that extends chromosome-end sequences","An enzyme that breaks glucose apart during cellular respiration","A lipid in cell membranes","A hormone controlling sleep","1","47/29/25/27","47/63/25/27","4 (longest)","3 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-34","Science","Hard","Under what conditions can a Bose-Einstein condensate form?","When certain bosons are cooled extremely close to absolute zero","When certain bosons are cooled extremely close to absolute zero","When a gas is heated into plasma","When salt crystallizes from water","When nuclei undergo fission","When certain bosons are cooled extremely close to absolute zero","When a gas is heated into plasma","When ions in a saturated salt solution arrange into a crystal lattice","When nuclei undergo fission","1","63/32/33/27","63/32/69/27","4 (longest)","3 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-35","Science","Hard","What does the Pauli exclusion principle state for identical fermions?","No two can occupy the same quantum state simultaneously","No two can occupy the same quantum state simultaneously","All must have zero mass","They always attract one another","Their energy cannot change","No two can occupy the same quantum state simultaneously","Every identical fermion must possess exactly zero rest mass","Identical fermions always exert an attractive force on one another","The energy possessed by an individual fermion can never change","3","55/23/31/26","55/59/66/62","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-36","Science","Hard","What is an operon?","A group of genes regulated together under one control system","A group of genes regulated together under one control system","A membrane-bound organelle","A stage of mitosis","A protein that copies RNA","A group of genes regulated together under one control system","A specialized cellular organelle enclosed by a lipid membrane","A phase of mitosis during which duplicated chromosomes begin separating","A protein that copies an RNA molecule into another identical RNA molecule","3","60/26/18/25","60/61/71/73","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-37","Science","Hard","For a process at constant temperature and pressure, what does a negative change in Gibbs free energy indicate?","The process is thermodynamically spontaneous","The process is thermodynamically spontaneous","The process is impossible","Entropy must decrease everywhere","No energy can be transferred","The process is thermodynamically spontaneous","The process cannot take place under any possible physical conditions","The total entropy of the system and its surroundings must decrease","The system is unable to exchange either heat or work with its surroundings","3","44/25/32/28","44/68/66/74","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-4","Science","Hard","What is a superconductor?","A material with zero electrical resistance below a critical temperature","A material with zero electrical resistance below a critical temperature","A very fast semiconductor","A magnetic insulator","A high-voltage cable","A material with zero electrical resistance below a critical temperature","A very fast semiconductor","A material that blocks magnetic fields while retaining ordinary resistance","An insulated cable designed to transmit an extremely high voltage safely","2","71/25/20/20","71/25/74/72","4 (longest)","2 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-40","Science","Hard","What is epigenetic DNA methylation commonly associated with?","Changes in gene regulation without changing the DNA sequence","Changes in gene regulation without changing the DNA sequence","Replacement of DNA by RNA","Doubling the chromosome number","Breaking peptide bonds","Changes in gene regulation without changing the DNA sequence","RNA molecules permanently replacing the DNA inside a chromosome","Doubling the chromosome number","Covalent bonds joining amino acids together being broken by hydrolysis","2","60/25/30/22","60/63/30/70","4 (longest)","2 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-6","Science","Hard","What is the Doppler effect?","A change in observed frequency due to relative motion","A change in observed frequency due to relative motion","The bending of light by gravity","The scattering of blue light","The decay of radioactive isotopes","A change in observed frequency due to relative motion","The path of light curving as it travels close to a massive object","Short blue wavelengths scattering preferentially through the atmosphere","The decay of radioactive isotopes","2","53/31/28/33","53/65/71/33","4 (longest)","2 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"science-hard-8","Science","Hard","What does the Heisenberg uncertainty principle describe?","A limit on knowing position and momentum simultaneously","A limit on knowing position and momentum simultaneously","The decay rate of neutrons","The curvature of spacetime","The charge of a quark","A limit on knowing position and momentum simultaneously","The average lifetime of a free neutron before it undergoes beta decay","The relationship between matter and the geometric curvature of spacetime","The fractional electric charge carried by an individual quark","3","55/26/26/21","55/69/72/61","4 (longest)","1 of 4 (shortest to longest)","86.7%","24.2%","26.2%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-10","Soccer","Hard","How many minutes must pass before an abandoned match is usually considered for a result rather than a replay?","It varies by competition rules","It varies by competition rules","Exactly 45","Exactly 60","Exactly 75","It varies by competition rules","A fixed total of 45 minutes in every competition","A fixed total of 60 minutes in every competition","A fixed total of 75 minutes in every competition","3","30/10/10/10","30/48/48/48","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-11","Soccer","Hard","What is the 'away goals rule' historically used for?","Breaking ties in two-legged knockout matches","Breaking ties in two-legged knockout matches","Awarding bonus league points","Deciding penalty order","Ranking group stages only","Breaking ties in two-legged knockout matches","Awarding an additional league point whenever the visiting team scores","Setting the sequence in which players must take kicks in a penalty shoot-out","Ranking teams that finish level on points within a tournament group","3","44/28/22/25","44/69/76/67","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-12","Soccer","Hard","What was 'Total Football' associated with?","The Netherlands and Ajax in the 1970s","The Netherlands and Ajax in the 1970s","Italy in the 1930s","Brazil in the 1950s","England in the 1960s","The Netherlands and Ajax in the 1970s","The Italian national team and leading Italian clubs during the 1930s","The Brazilian national team and Santos during the 1950s","England in the 1960s","2","37/18/19/20","37/68/55/20","4 (longest)","2 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-13","Soccer","Hard","What is goal-line technology used to determine?","Whether the whole ball crossed the line","Whether the whole ball crossed the line","Offside positions","Handball decisions","Foul severity","Whether the whole ball crossed the line","Offside positions","Handball decisions","How severe a foul was and which disciplinary sanction it warrants","1","39/17/18/13","39/17/18/65","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-15","Soccer","Hard","What do UEFA's financial sustainability regulations govern?","Club solvency, financial stability, and squad costs","Club solvency, financial stability, and squad costs","Ticket prices only","National-team selection","Stadium capacity only","Club solvency, financial stability, and squad costs","The maximum amount clubs may charge for general-admission tickets","National-team selection","Stadium capacity only","1","51/18/23/21","51/65/23/21","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-17","Soccer","Hard","What is a 'tifo'?","A large choreographed supporters' display","A large choreographed supporters' display","A tactical formation","A transfer clause","A type of free kick","A large choreographed supporters' display","A team's positional system for organizing possession and defence","A contractual provision setting the payment required to release a player","A type of free-kick restart awarded after a specified defensive offence","3","41/20/17/19","41/64/72/71","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-19","Soccer","Hard","What is 'parking the bus'?","Defending with nearly the whole team behind the ball","Defending with nearly the whole team behind the ball","Playing a high line","Rotating the squad","Time-wasting at corners","Defending with nearly the whole team behind the ball","Maintaining the defensive line near midfield to compress the available space","Replacing regular starters across several fixtures to preserve their fitness","Deliberately slowing restarts near the corner to protect a narrow lead","3","52/19/18/23","52/76/76/70","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-21","Soccer","Hard","What is an 'inverted winger'?","A wide player on the opposite side to their stronger foot","A wide player on the opposite side to their stronger foot","A defensive winger","A false full-back","A withdrawn striker","A wide player on the opposite side to their stronger foot","A wide player whose primary duty is tracking the opposing full-back","A full-back who moves into central midfield whenever their team has possession","A striker who withdraws into the space between the opposing lines","3","57/18/17/19","57/67/78/65","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-22","Soccer","Hard","What does the Ballon d'Or recognize?","The best individual player over the award's assessment season","The best individual player over the award's assessment season","The top goalscorer only","The best club side","The best young player only","The best individual player over the award's assessment season","The player who finishes the season with the most competitive goals","The club that wins the highest-level team competition during the season","The outstanding young player who remains below a specified age limit","3","61/23/18/26","61/66/71/68","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-23","Soccer","Hard","What does a 'low block' describe?","A compact defensive shape near one's own goal","A compact defensive shape near one's own goal","A blocked shot","A short corner","A defensive substitution","A compact defensive shape near one's own goal","A defender physically stopping a shot before it can reach the goal","A rehearsed corner routine played a short distance to a nearby teammate","A defensive substitution","2","45/14/14/24","45/66/71/24","4 (longest)","2 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-24","Soccer","Hard","What did the 1992 back-pass law prohibit?","A goalkeeper handling a ball deliberately kicked by a teammate","A goalkeeper handling a ball deliberately kicked by a teammate","Any pass toward a team's own goal","Goalkeepers kicking the ball","Headers back to a goalkeeper","A goalkeeper handling a ball deliberately kicked by a teammate","Any pass toward a team's own goal","A goalkeeper kicking the ball after legally catching it with the hands","A teammate deliberately heading the ball back for the goalkeeper to handle","2","62/33/28/28","62/33/70/74","4 (longest)","2 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-25","Soccer","Hard","What is aggregate score used for?","Combining the scores from both legs of a two-legged tie","Combining the scores from both legs of a two-legged tie","Adding league points","Calculating season goal difference","Recording only shoot-out goals","Combining the scores from both legs of a two-legged tie","Adding together the league points earned across two consecutive matches","Calculating season goal difference","Recording only shoot-out goals","1","55/20/34/30","55/71/34/30","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-27","Soccer","Hard","What is a wing-back?","A wide player with both defensive and attacking duties","A wide player with both defensive and attacking duties","A central defender","A false nine","A goalkeeper's deputy","A wide player with both defensive and attacking duties","A central defender who stays deepest and marks the opposing striker","An attacker who leaves the forward line to link play in midfield","The reserve goalkeeper named as the first substitute on the bench","3","54/18/12/21","54/67/64/65","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-29","Soccer","Hard","What is the 'technical area'?","The marked zone where coaching staff may stand","The marked zone where coaching staff may stand","The referee's room","The tunnel","The VAR booth","The marked zone where coaching staff may stand","The private room where match officials prepare and complete their report","The enclosed passage connecting the dressing rooms with the playing field","The remote video room where assistant referees review possible errors","3","46/18/10/13","46/72/73/69","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-30","Soccer","Hard","What is 'tiki-taka' characterized by?","Short passing and sustained possession","Short passing and sustained possession","Long direct balls","Man-marking","Counter-attacking only","Short passing and sustained possession","Immediate forward passes and aerial balls intended to bypass midfield","Assigning each defender to follow one particular opponent around the field","Counter-attacking only","2","38/17/11/22","38/69/74/22","4 (longest)","2 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-32","Soccer","Hard","What does 'rest defence' describe?","The structure kept behind the attack to stop counterattacks","The structure kept behind the attack to stop counterattacks","A team defending after halftime","Players rotating out of training","Deliberate time wasting near the corner","The structure kept behind the attack to stop counterattacks","The defensive organization adopted immediately following the halftime break","Squad players removed from a training exercise for a scheduled recovery period","Deliberate time wasting near the corner","2","59/31/32/39","59/75/78/39","4 (longest)","2 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-34","Soccer","Hard","What is a third-man run?","A run by a player other than the passer and initial receiver","A run by a player other than the passer and initial receiver","A run made after a third substitution","A defender joining a penalty wall","A goalkeeper entering the opponent's half","A run by a player other than the passer and initial receiver","A run made after a third substitution","A defender leaving open play to join the required wall at a free kick","A goalkeeper entering the opponent's half","1","60/37/33/41","60/37/69/41","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-35","Soccer","Hard","What is a cover shadow when pressing?","The passing lane blocked behind the pressing player","The passing lane blocked behind the pressing player","The area hidden from stadium lights","A goalkeeper's blind side","The zone covered by two centre-backs","The passing lane blocked behind the pressing player","A portion of the field left unlit because it is beneath a roof or stand","An area outside the goalkeeper's view close to the far goalpost","A defensive zone jointly protected by the two central defenders","3","51/35/25/36","51/71/63/63","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-36","Soccer","Hard","What is a mezzala?","A central midfielder who operates in a wide interior channel","A central midfielder who operates in a wide interior channel","A sweeper behind the defence","A striker who never leaves the penalty area","A goalkeeper used in possession","A central midfielder who operates in a wide interior channel","A defender positioned behind the main line to collect loose balls","A striker who never leaves the penalty area","A goalkeeper used in possession","1","60/28/43/31","60/65/43/31","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-38","Soccer","Hard","What is a rondo in training?","A keep-away passing exercise with defenders in the middle","A keep-away passing exercise with defenders in the middle","A repeated sprint around the entire field","A shooting drill with no goalkeeper","A set-piece wall made of mannequins","A keep-away passing exercise with defenders in the middle","A repeated sprint around the entire field","A finishing drill in which players shoot unopposed at an empty goal","A set-piece wall made of mannequins","1","57/41/35/35","57/41/67/35","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-5","Soccer","Hard","What is the 'Bosman ruling' known for?","Allowing players to move freely at contract expiry","Allowing players to move freely at contract expiry","Introducing goal-line technology","Creating the Champions League","Banning third-party ownership","Allowing players to move freely at contract expiry","Requiring electronic sensors to verify whether the ball crossed the goal line","Restructuring Europe's leading club tournament as the Champions League","Prohibiting outside investors from owning part of a player's transfer rights","3","50/32/29/29","50/77/70/76","4 (longest)","1 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-6","Soccer","Hard","What does 'xG' measure?","Expected goals from the quality of chances created","Expected goals from the quality of chances created","Extra game time","Exit goals conceded","Experience grade","Expected goals from the quality of chances created","Extra minutes scheduled when a knockout match remains level after regulation","Exit goals conceded","Experience grade","1","50/15/19/16","50/76/19/16","4 (longest)","3 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-hard-7","Soccer","Hard","What is a 'libero'?","A sweeper who plays behind the defensive line","A sweeper who plays behind the defensive line","A wide forward","A holding midfielder","A reserve goalkeeper","A sweeper who plays behind the defensive line","A winger who begins near the touchline and cuts inward toward goal","A holding midfielder","A reserve goalkeeper selected as a substitute in the match squad","2","45/14/20/20","45/66/20/64","4 (longest)","2 of 4 (shortest to longest)","82.7%","25.2%","25.6%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-medium-1","Soccer","Medium","What is the offside rule primarily designed to prevent?","Goal hanging near the opponent's goal","Goal hanging near the opponent's goal","Time wasting","Rough tackling","Excessive substitutions","Goal hanging near the opponent's goal","Players deliberately delaying restarts in order to consume playing time","Defenders using careless or dangerous force when challenging an opponent","Teams making more substitutions than the competition rules permit","3","37/12/14/23","37/71/72/65","4 (longest)","1 of 4 (shortest to longest)","74.0%","26.5%","26.5%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-medium-11","Soccer","Medium","What is a 'nutmeg'?","Playing the ball through an opponent's legs","Playing the ball through an opponent's legs","A diving header","A long-range shot","A defensive clearance","Playing the ball through an opponent's legs","A header attempted while the player is diving forward through the air","A shot struck from a position well outside the opponent's penalty area","A defensive clearance","2","43/15/17/21","43/69/70/21","4 (longest)","2 of 4 (shortest to longest)","74.0%","26.5%","26.5%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-medium-14","Soccer","Medium","What is a 'direct free kick'?","One that can be scored without another player touching the ball","One that can be scored without another player touching the ball","One taken from the corner","One taken by the goalkeeper","One that must be passed first","One that can be scored without another player touching the ball","A restart taken from the corner arc after the ball crosses the goal line","A set kick that the team's goalkeeper is specifically required to take","A free kick from which another player must touch the ball before a goal","3","63/25/27/29","63/72/70/71","4 (longest)","1 of 4 (shortest to longest)","74.0%","26.5%","26.5%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-medium-15","Soccer","Medium","What does the term 'the treble' mean for a club?","Winning three major trophies in one season","Winning three major trophies in one season","Scoring three goals","Three consecutive titles","Three clean sheets","Winning three major trophies in one season","Scoring three goals","Three consecutive titles","A team completing three matches without conceding a single goal","1","42/19/24/18","42/19/24/63","4 (longest)","3 of 4 (shortest to longest)","74.0%","26.5%","26.5%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
"soccer-medium-17","Soccer","Medium","What makes a tackle legal under the Laws of the Game?","It is made without careless, reckless, or excessive force","It is made without careless, reckless, or excessive force","The tackler touches the ball first","It is always a sliding challenge","It comes only from the front","It is made without careless, reckless, or excessive force","The tackler touches the ball first","The challenge is performed as a slide with one leg extended","It comes only from the front","1","57/34/32/28","57/34/59/28","4 (longest)","3 of 4 (shortest to longest)","74.0%","26.5%","26.5%","Tier exceeded 40% pick-longest accuracy; highest-gap rows selected first.","Proposed only — not applied to question source","Keyed answer unchanged. One to three distractors were expanded so correct-answer length ranks balance across the tier; human content approval required."
